seed,t,ready,crane_ok,eta_on_time,weather_safe,scenario,queue_state,weather_regime,disruption_family,vessel_class,operating_mode,time_bucket,berth_slot,eta_bin,prop,value,observer,situation,credibility,timestamp,provenance
0,4,false,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,harbor_master,berth-admission/current,1.0,4,authoritative-local
0,4,false,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,strategic_plan,berth-admission/planning,1.0,4,lower-plan
0,5,true,true,true,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,5,base-ready
0,5,true,true,true,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,5,base-crane
0,5,true,true,true,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,5,base-weather
0,5,true,true,true,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,5,fresh-ais
0,5,true,true,true,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,false,ais_feed,berth-admission/current,1.0,0,stale-ais
0,6,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,6,base-crane
0,6,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,6,base-eta
0,6,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,6,base-weather
0,6,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,terminal_ops,berth-admission/current,1.0,6,current-ops
0,6,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,terminal_ops,berth-admission/planning,1.0,7,planning-context
0,7,true,true,true,true,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,7,base-ready
0,7,true,true,true,true,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,7,base-crane
0,7,true,true,true,true,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,7,base-eta
0,7,true,true,true,true,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,human_dispatcher,berth-admission/current,1.0,7,human-override
0,7,true,true,true,true,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,false,approved_weather_feed,berth-admission/current,1.0,7,feed-conflict
0,8,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,8,base-crane
0,8,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,8,base-eta
0,8,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,8,base-weather
0,8,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,8,authoritative-local
0,8,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,strategic_plan,berth-admission/planning,1.0,8,lower-plan
0,9,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,9,base-ready
0,9,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,9,base-crane
0,9,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,9,base-weather
0,9,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,false,ais_feed,berth-admission/current,1.0,9,fresh-ais
0,9,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,4,stale-ais
0,10,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,10,base-crane
0,10,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,10,base-eta
0,10,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,10,base-weather
0,10,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,terminal_ops,berth-admission/current,1.0,10,current-ops
0,10,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,terminal_ops,berth-admission/planning,1.0,11,planning-context
0,11,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,11,base-ready
0,11,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,11,base-crane
0,11,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,11,base-eta
0,11,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,false,human_dispatcher,berth-admission/current,1.0,11,human-override
0,11,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,approved_weather_feed,berth-admission/current,1.0,11,feed-conflict
0,12,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,12,base-crane
0,12,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,12,base-eta
0,12,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,12,base-weather
0,12,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,12,authoritative-local
0,12,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,strategic_plan,berth-admission/planning,1.0,12,lower-plan
0,13,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,13,base-ready
0,13,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,13,base-crane
0,13,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,13,base-weather
0,13,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,false,ais_feed,berth-admission/current,1.0,13,fresh-ais
0,13,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,8,stale-ais
0,14,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,14,base-crane
0,14,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,14,base-eta
0,14,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,14,base-weather
0,14,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,terminal_ops,berth-admission/current,1.0,14,current-ops
0,14,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,terminal_ops,berth-admission/planning,1.0,15,planning-context
0,15,true,true,true,true,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,15,base-ready
0,15,true,true,true,true,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,15,base-crane
0,15,true,true,true,true,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,15,base-eta
0,15,true,true,true,true,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,human_dispatcher,berth-admission/current,1.0,15,human-override
0,15,true,true,true,true,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,false,approved_weather_feed,berth-admission/current,1.0,15,feed-conflict
0,16,false,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,16,base-crane
0,16,false,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,16,base-eta
0,16,false,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,16,base-weather
0,16,false,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,harbor_master,berth-admission/current,1.0,16,authoritative-local
0,16,false,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,strategic_plan,berth-admission/planning,1.0,16,lower-plan
0,17,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,17,base-ready
0,17,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,17,base-crane
0,17,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,17,base-weather
0,17,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,false,ais_feed,berth-admission/current,1.0,17,fresh-ais
0,17,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,12,stale-ais
0,18,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,18,base-crane
0,18,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,18,base-eta
0,18,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,18,base-weather
0,18,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,terminal_ops,berth-admission/current,1.0,18,current-ops
0,18,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,terminal_ops,berth-admission/planning,1.0,19,planning-context
0,19,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,19,base-ready
0,19,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,19,base-crane
0,19,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,19,base-eta
0,19,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,false,human_dispatcher,berth-admission/current,1.0,19,human-override
0,19,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,approved_weather_feed,berth-admission/current,1.0,19,feed-conflict
0,20,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,20,base-crane
0,20,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,20,base-eta
0,20,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,20,base-weather
0,20,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,20,authoritative-local
0,20,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,strategic_plan,berth-admission/planning,1.0,20,lower-plan
0,21,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,21,base-ready
0,21,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,21,base-crane
0,21,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,21,base-weather
0,21,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,false,ais_feed,berth-admission/current,1.0,21,fresh-ais
0,21,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,16,stale-ais
0,22,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,22,base-crane
0,22,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,22,base-eta
0,22,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,22,base-weather
0,22,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,terminal_ops,berth-admission/current,1.0,22,current-ops
0,22,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,terminal_ops,berth-admission/planning,1.0,23,planning-context
0,23,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,23,base-ready
0,23,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,23,base-crane
0,23,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,23,base-eta
0,23,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,false,human_dispatcher,berth-admission/current,1.0,23,human-override
0,23,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,approved_weather_feed,berth-admission/current,1.0,23,feed-conflict
0,24,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,24,base-crane
0,24,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,24,base-eta
0,24,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,24,base-weather
0,24,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,24,authoritative-local
0,24,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,strategic_plan,berth-admission/planning,1.0,24,lower-plan
0,25,true,true,true,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,25,base-ready
0,25,true,true,true,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,25,base-crane
0,25,true,true,true,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,25,base-weather
0,25,true,true,true,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,25,fresh-ais
0,25,true,true,true,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,false,ais_feed,berth-admission/current,1.0,20,stale-ais
0,26,true,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,26,base-crane
0,26,true,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,26,base-eta
0,26,true,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,26,base-weather
0,26,true,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,terminal_ops,berth-admission/current,1.0,26,current-ops
0,26,true,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,terminal_ops,berth-admission/planning,1.0,27,planning-context
0,27,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,27,base-ready
0,27,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,27,base-crane
0,27,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,27,base-eta
0,27,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,false,human_dispatcher,berth-admission/current,1.0,27,human-override
0,27,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,approved_weather_feed,berth-admission/current,1.0,27,feed-conflict
0,28,false,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,28,base-crane
0,28,false,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,28,base-eta
0,28,false,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,28,base-weather
0,28,false,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,harbor_master,berth-admission/current,1.0,28,authoritative-local
0,28,false,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,strategic_plan,berth-admission/planning,1.0,28,lower-plan
0,29,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,29,base-ready
0,29,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,29,base-crane
0,29,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,29,base-weather
0,29,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,false,ais_feed,berth-admission/current,1.0,29,fresh-ais
0,29,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,24,stale-ais
0,30,true,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,30,base-crane
0,30,true,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,30,base-eta
0,30,true,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,30,base-weather
0,30,true,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,terminal_ops,berth-admission/current,1.0,30,current-ops
0,30,true,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,terminal_ops,berth-admission/planning,1.0,31,planning-context
0,31,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,31,base-ready
0,31,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,31,base-crane
0,31,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,31,base-eta
0,31,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,false,human_dispatcher,berth-admission/current,1.0,31,human-override
0,31,true,true,true,false,human_override,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,approved_weather_feed,berth-admission/current,1.0,31,feed-conflict
0,32,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,32,base-crane
0,32,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,32,base-eta
0,32,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,32,base-weather
0,32,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,32,authoritative-local
0,32,true,true,true,true,authority_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,strategic_plan,berth-admission/planning,1.0,32,lower-plan
0,33,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,harbor_master,berth-admission/current,1.0,33,base-ready
0,33,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,33,base-crane
0,33,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,33,base-weather
0,33,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,false,ais_feed,berth-admission/current,1.0,33,fresh-ais
0,33,true,true,false,true,freshness_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,28,stale-ais
0,34,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,craneOK,true,crane_maintenance,berth-admission/current,1.0,34,base-crane
0,34,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,etaOnTime,true,ais_feed,berth-admission/current,1.0,34,base-eta
0,34,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,weatherSafe,true,port_safety,berth-admission/current,1.0,34,base-weather
0,34,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,false,terminal_ops,berth-admission/current,1.0,34,current-ops
0,34,false,true,true,true,context_conflict,normal,clear,none,feeder,nominal,day,slot-A,on-window,ready,true,terminal_ops,berth-admission/planning,1.0,35,planning-context
